Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,885,No info,7094,Wednesday,March,1,None,None,6,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,35,22,20
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1335,In-flight meal not included,10031,Sunday,March,1,25,Mar,24,Medium_duration,Medium_Dist,Ealry_Morning,Night,06,30,4,45
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,375,No info,13941,Saturday,May,1,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,05,45,12,0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,390,No info,7198,Monday,June,1,25,Jun,24,Short_duration,Long_Dist,Afternoon,Night,19,00,1,30
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No check-in baggage included,3873,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,12,30
Air India,2019-03-12,Kolkata,Banglore,CCU → BLR,150,No info,5747,Tuesday,March,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,14,15,16,45
Air India,2019-06-15,Mumbai,Hyderabad,BOM → HYD,75,No info,3100,Saturday,June,0,None,None,15,Short_duration,Short_Dist,Afternoon,Evening,19,30,20,45
Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → BLR,245,No info,8996,Monday,May,1,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,10,13,15
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,505,No info,9103,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,35,19,0
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,890,1 Long layover,31825,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,40,9,30
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1055,No info,14781,Wednesday,May,1,16,May,15,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,30,10,5
Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,180,No info,7229,Saturday,May,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,11,20
IndiGo,2019-03-01,Banglore,New Delhi,BLR → DEL,170,No info,10067,Friday,March,0,02,Mar,1,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
Jet Airways,2019-04-09,Delhi,Cochin,DEL → JAI → BOM → COK,1125,No info,10909,Tuesday,April,2,10,Apr,9,Medium_duration,Long_Dist,Ealry_Morning,Night,09,40,4,25
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,155,No info,4804,Saturday,April,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Afternoon,15,30,18,5
Jet Airways,2019-06-01,Mumbai,Hyderabad,BOM → HYD,85,In-flight meal not included,4050,Saturday,June,0,None,None,1,Short_duration,Short_Dist,Night,Night,02,55,4,20
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1630,No info,14151,Wednesday,May,1,16,May,15,Long_duration,Medium_Dist,Evening,Evening,20,25,23,35
SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,155,No check-in baggage included,3841,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,55,9,30
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,345,No info,14781,Thursday,May,1,None,None,9,Short_duration,Medium_Dist,Afternoon,Afternoon,14,05,19,50
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,385,No info,9870,Sunday,June,1,None,None,9,Short_duration,Medium_Dist,Afternoon,Evening,17,00,23,25
Air India,2019-05-27,Delhi,Cochin,DEL → BLR → COK,570,No info,8907,Monday,May,1,None,None,27,Short_duration,Long_Dist,Afternoon,Evening,13,30,23,0
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,530,No info,26890,Friday,March,1,02,Mar,1,Short_duration,Medium_Dist,Evening,Ealry_Morning,22,50,7,40
GoAir,2019-04-15,Delhi,Cochin,DEL → BOM → COK,355,No info,6195,Monday,April,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,12,55
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,305,In-flight meal not included,7832,Thursday,March,1,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,14,05,19,10
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,395,No info,11269,Thursday,March,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,55,15,30
Vistara,2019-03-24,Banglore,New Delhi,BLR → DEL,155,No info,5613,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Afternoon,Afternoon,16,00,18,35
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,175,No info,4284,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Night,Night,00,30,3,25
Vistara,2019-05-06,Banglore,Delhi,BLR → DEL,170,No info,4668,Monday,May,0,None,None,6,Short_duration,Medium_Dist,Evening,Evening,21,00,23,50
Air India,2019-03-03,Delhi,Cochin,DEL → BOM → COK,675,No info,15197,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,00,19,15
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,475,In-flight meal not included,9899,Wednesday,June,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,25,16,20
GoAir,2019-06-27,Delhi,Cochin,DEL → BOM → COK,540,No info,3948,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,35,19,35
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1400,In-flight meal not included,10405,Friday,March,1,16,Mar,15,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,55,8,15
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,835,No info,15419,Sunday,June,3,10,Jun,9,Medium_duration,Long_Dist,Ealry_Morning,Night,11,35,1,30
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,625,No info,15135,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,25,18,50
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,395,No info,13369,Thursday,March,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,06,00,12,35
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JDH → BOM → COK,440,No info,18804,Thursday,June,2,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,40,19,0
Air Asia,2019-05-09,Delhi,Cochin,DEL → BLR → COK,625,No info,6751,Thursday,May,1,10,May,9,Short_duration,Long_Dist,Evening,Ealry_Morning,20,45,7,10
Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,745,No info,10203,Thursday,May,1,10,May,9,Short_duration,Medium_Dist,Evening,Ealry_Morning,20,30,8,55
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,860,No info,27992,Friday,March,1,None,None,1,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,00,21,20
Air India,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,725,No info,12488,Wednesday,June,2,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,10,19,15
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,5198,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,180,No info,7229,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,45
Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,1045,No info,12723,Wednesday,June,2,None,None,12,Medium_duration,Medium_Dist,Ealry_Morning,Evening,05,50,23,15
Air India,2019-03-06,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,1630,No info,13169,Wednesday,March,2,07,Mar,6,Long_duration,Short_Dist,Ealry_Morning,Ealry_Morning,06,00,9,10
Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → HBX → BLR,535,No info,8366,Wednesday,May,2,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,25,18,20
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,900,No info,7670,Thursday,May,1,None,None,9,Medium_duration,Long_Dist,Ealry_Morning,Evening,06,00,21,0
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,165,No info,7229,Monday,April,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,00,8,45
Vistara,2019-06-01,Banglore,Delhi,BLR → DEL,170,No info,4668,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Evening,Evening,21,00,23,50
Air Asia,2019-03-09,Delhi,Cochin,DEL → BLR → COK,660,No info,8327,Saturday,March,1,10,Mar,9,Short_duration,Long_Dist,Evening,Ealry_Morning,20,10,7,10
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,940,In-flight meal not included,12898,Tuesday,May,1,22,May,21,Medium_duration,Long_Dist,Evening,Afternoon,20,55,12,35
IndiGo,2019-05-06,Kolkata,Banglore,CCU → MAA → BLR,240,No info,4226,Monday,May,1,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,20,10,20
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1425,In-flight meal not included,10262,Thursday,June,1,28,Jun,27,Medium_duration,Long_Dist,Afternoon,Afternoon,19,15,19,0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,845,No info,10678,Monday,June,1,None,None,24,Medium_duration,Long_Dist,Night,Afternoon,04,55,19,0
Air India,2019-03-21,Delhi,Cochin,DEL → HYD → BOM → COK,865,No info,8052,Thursday,March,2,22,Mar,21,Medium_duration,Long_Dist,Afternoon,Ealry_Morning,17,15,7,40
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No info,3898,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,14,35
Air Asia,2019-06-12,Kolkata,Banglore,CCU → BLR,155,No info,3807,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,20,12,55
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,705,No info,6838,Monday,June,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Evening,09,15,21,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,810,No info,13014,Monday,June,2,None,None,24,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,05,30,19,0
IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,150,No info,5224,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,14,25,16,55
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,750,No info,13377,Thursday,June,1,07,Jun,6,Short_duration,Long_Dist,Afternoon,Night,13,00,1,30
GoAir,2019-05-21,Delhi,Cochin,DEL → BOM → COK,355,No info,6633,Tuesday,May,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,12,55
Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,955,No info,5192,Friday,May,1,None,None,24,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,35,23,30
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,170,No info,4591,Thursday,April,0,19,Apr,18,Short_duration,Medium_Dist,Evening,Night,22,10,1,0
Air India,2019-05-12,Kolkata,Banglore,CCU → BLR,155,No info,4880,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Evening,Evening,20,45,23,20
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,180,No info,7229,Saturday,April,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,45
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,520,In-flight meal not included,12373,Thursday,May,1,10,May,9,Short_duration,Long_Dist,Afternoon,Night,19,45,4,25
Air India,2019-04-27,Delhi,Cochin,DEL → COK,180,No info,6094,Saturday,April,0,None,None,27,Short_duration,Long_Dist,Afternoon,Afternoon,14,10,17,10
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,940,In-flight meal not included,10262,Wednesday,June,1,13,Jun,12,Medium_duration,Long_Dist,Evening,Afternoon,20,55,12,35
Jet Airways,2019-04-09,Delhi,Cochin,DEL → JDH → BOM → COK,440,No info,15439,Tuesday,April,2,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,40,19,0
IndiGo,2019-05-06,Banglore,Delhi,BLR → DEL,170,No info,4077,Monday,May,0,07,May,6,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
GoAir,2019-05-18,Banglore,Delhi,BLR → DEL,165,No info,4632,Saturday,May,0,None,None,18,Short_duration,Medium_Dist,Evening,Evening,20,55,23,40
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,505,No info,12692,Thursday,June,1,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,18,0
IndiGo,2019-04-24,Kolkata,Banglore,CCU → HYD → BLR,265,No info,3480,Wednesday,April,1,None,None,24,Short_duration,Medium_Dist,Afternoon,Evening,19,20,23,45
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → IXU → BOM → COK,460,No info,19360,Saturday,May,2,19,May,18,Short_duration,Long_Dist,Afternoon,Night,17,50,1,30
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1235,In-flight meal not included,9134,Friday,March,1,16,Mar,15,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,11,40,8,15
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,420,No info,13587,Monday,June,1,None,None,24,Short_duration,Long_Dist,Afternoon,Evening,14,00,21,0
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1530,No info,15554,Thursday,May,1,10,May,9,Long_duration,Long_Dist,Afternoon,Afternoon,17,30,19,0
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → DEL,160,No info,7229,Saturday,March,0,None,None,9,Short_duration,Medium_Dist,Afternoon,Evening,19,55,22,35
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,825,No info,7514,Wednesday,March,1,None,None,6,Medium_duration,Long_Dist,Ealry_Morning,Evening,08,35,22,20
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,780,No info,13587,Thursday,June,1,None,None,6,Medium_duration,Long_Dist,Ealry_Morning,Evening,08,00,21,0
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,7229,Sunday,June,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1570,In-flight meal not included,10262,Saturday,June,1,02,Jun,1,Long_duration,Long_Dist,Night,Night,02,15,4,25
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,810,No info,14871,Sunday,March,1,None,None,3,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,30,21,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,615,No info,10529,Monday,May,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,19,0
IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,895,No info,6442,Wednesday,June,1,None,None,12,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,35,22,30
IndiGo,2019-05-21,Kolkata,Banglore,CCU → HYD → BLR,290,No info,5170,Tuesday,May,1,None,None,21,Short_duration,Medium_Dist,Afternoon,Evening,15,15,20,5
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,895,No info,6442,Wednesday,May,1,None,None,15,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,35,22,30
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,175,No info,3419,Monday,May,0,None,None,27,Short_duration,Medium_Dist,Night,Night,00,30,3,25
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,830,No info,17261,Wednesday,March,1,07,Mar,6,Medium_duration,Medium_Dist,Evening,Ealry_Morning,20,35,10,25
SpiceJet,2019-06-24,Chennai,Kolkata,MAA → CCU,135,No check-in baggage included,3543,Monday,June,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,10,35
Air Asia,2019-05-12,Banglore,Delhi,BLR → DEL,165,No info,3383,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,13,55
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,990,In-flight meal not included,11087,Tuesday,March,1,13,Mar,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,55,11,25
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,180,No info,7229,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,870,No info,11249,Saturday,March,1,None,None,9,Medium_duration,Long_Dist,Night,Afternoon,04,45,19,15
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,960,No info,16736,Wednesday,March,1,None,None,6,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,00,23,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,655,In-flight meal not included,10262,Monday,June,1,25,Jun,24,Short_duration,Long_Dist,Afternoon,Night,17,30,4,25
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,300,In-flight meal not included,10262,Saturday,June,1,None,None,1,Short_duration,Long_Dist,Afternoon,Afternoon,14,00,19,0
Jet Airways,2019-05-15,Mumbai,Hyderabad,BOM → HYD,85,No info,5678,Wednesday,May,0,None,None,15,Short_duration,Short_Dist,Night,Night,02,55,4,20
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,390,No info,8307,Thursday,March,1,None,None,21,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,15,30
Air India,2019-05-18,Delhi,Cochin,DEL → MAA → COK,965,No info,7690,Saturday,May,1,19,May,18,Medium_duration,Long_Dist,Afternoon,Ealry_Morning,17,20,9,25
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1390,No info,16704,Saturday,May,2,19,May,18,Medium_duration,Long_Dist,Afternoon,Afternoon,13,25,12,35
Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1660,No info,10315,Saturday,March,1,10,Mar,9,Long_duration,Long_Dist,Night,Ealry_Morning,04,00,7,40
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1555,No info,12173,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,00,8,55
Air India,2019-04-03,Kolkata,Banglore,CCU → HYD → BLR,965,No info,4227,Wednesday,April,1,04,Apr,3,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,19,00,11,5
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,165,No info,3943,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,05,8,50
Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,7229,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,14,5
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,790,No info,8610,Wednesday,May,1,None,None,15,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,10,20,20
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,175,No info,7303,Saturday,March,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,5
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,640,No info,7670,Saturday,May,1,None,None,18,Short_duration,Long_Dist,Ealry_Morning,Evening,10,20,21,0
Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,555,No info,8372,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,00,19,15
IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,630,No info,6628,Saturday,June,1,02,Jun,1,Short_duration,Long_Dist,Afternoon,Night,15,00,1,30
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1415,In-flight meal not included,10262,Sunday,June,1,10,Jun,9,Medium_duration,Long_Dist,Afternoon,Afternoon,13,00,12,35
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1010,No info,14178,Friday,May,1,25,May,24,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,30,9,20
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,820,In-flight meal not included,8518,Wednesday,March,2,None,None,27,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,05,10,18,50
Jet Airways,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,1320,No info,13376,Monday,June,2,25,Jun,24,Medium_duration,Long_Dist,Afternoon,Afternoon,14,35,12,35
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,1065,No info,8452,Wednesday,June,1,13,Jun,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,00,10,45
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,620,No info,18371,Monday,June,1,None,None,24,Short_duration,Long_Dist,Night,Afternoon,02,15,12,35
SpiceJet,2019-04-03,Mumbai,Hyderabad,BOM → HYD,90,No check-in baggage included,1965,Wednesday,April,0,None,None,3,Short_duration,Short_Dist,Afternoon,Afternoon,13,15,14,45
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,1025,In-flight meal not included,10368,Saturday,June,2,02,Jun,1,Medium_duration,Long_Dist,Afternoon,Afternoon,19,30,12,35
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1295,No info,11467,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Evening,Afternoon,20,25,18,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,730,No info,14781,Thursday,May,1,10,May,9,Short_duration,Medium_Dist,Afternoon,Night,16,30,4,40
Air India,2019-03-06,Mumbai,Hyderabad,BOM → BLR → HYD,780,No info,9535,Wednesday,March,1,07,Mar,6,Medium_duration,Short_Dist,Evening,Ealry_Morning,20,15,9,15
Air India,2019-04-03,Mumbai,Hyderabad,BOM → HYD,80,No info,2050,Wednesday,April,0,None,None,3,Short_duration,Short_Dist,Evening,Evening,21,05,22,25
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,535,In-flight meal not included,10368,Wednesday,June,2,13,Jun,12,Short_duration,Long_Dist,Afternoon,Night,19,30,4,25
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,850,In-flight meal not included,10031,Sunday,March,1,None,None,24,Medium_duration,Medium_Dist,Ealry_Morning,Evening,08,25,22,35
SpiceJet,2019-04-21,Kolkata,Banglore,CCU → BLR,145,No info,4491,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,00,11,25
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,180,No info,7229,Wednesday,May,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,45
SpiceJet,2019-03-03,Banglore,New Delhi,BLR → PNQ → DEL,475,No info,11401,Sunday,March,1,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,20,18,15
IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,140,No info,3597,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Afternoon,14,45,17,5
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,965,No info,7927,Wednesday,June,1,13,Jun,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,00,9,5
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,145,No info,4174,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,00,11,25
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,555,No info,10203,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,07,00,16,15
Vistara,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,790,No info,8610,Thursday,May,1,None,None,9,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,10,20,20
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,175,In-flight meal not included,5769,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,155,No info,5644,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,30,14,5
Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,5769,Monday,June,0,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,165,No info,7229,Wednesday,May,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,00,8,45
IndiGo,2019-06-09,Kolkata,Banglore,CCU → MAA → BLR,240,No info,4226,Sunday,June,1,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,20,10,20
IndiGo,2019-03-09,Banglore,New Delhi,BLR → HYD → DEL,300,No info,4588,Saturday,March,1,None,None,9,Short_duration,Medium_Dist,Afternoon,Afternoon,12,05,17,5
Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,4995,Tuesday,May,0,None,None,21,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,10,20,11,50
Jet Airways,2019-04-01,Delhi,Cochin,DEL → BOM → COK,1145,In-flight meal not included,5406,Monday,April,1,02,Apr,1,Medium_duration,Long_Dist,Afternoon,Afternoon,17,30,12,35
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,150,No info,3873,Monday,June,0,None,None,24,Short_duration,Medium_Dist,Afternoon,Afternoon,17,10,19,40
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,440,No info,17024,Wednesday,March,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,30,18,50
SpiceJet,2019-06-09,Delhi,Cochin,DEL → PNQ → COK,270,No check-in baggage included,5158,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,90,No info,8040,Wednesday,May,0,None,None,1,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,10,20,11,50
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,635,In-flight meal not included,10844,Saturday,May,1,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,05,45,16,20
